año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,produccion_tn
2011,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,58066
2012,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,46332
2013,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,56832
2014,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,55989
2015,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,58594
2016,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,35998
2017,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,54987
2018,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,60652
2019,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,55928
2020,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,48995
2021,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,55042
2022,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,27460
2023,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,57458
2024,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,59934
2000,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,28504
2001,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,32032
2002,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,30395
2003,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,38090
2004,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,39519
2005,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,47227
2006,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,40880
2007,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,51408
2008,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,51968
2009,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,48436
2010,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,50441
2011,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,57130
2012,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,48268
2013,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,62232
2014,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,61644
2015,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,61689
2016,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,35652
2017,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,52864
2018,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,59670
2019,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,58267
2020,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,53651
2021,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,60602
2022,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,28911
2023,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,56907
2024,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,57619
2000,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,29135
2001,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,33189
2002,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,31287
2003,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,38323
2004,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,38937
2005,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,46412
2006,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,40836
2007,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,52545
2008,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,53841
2009,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,49858
2010,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,50749
2011,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,56288
2012,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,47438
2013,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,62168
2014,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,63008
2015,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,63913
2016,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,36698
2017,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,53190
2018,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,58796
2019,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,57264
2020,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,53594
2021,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,61944
2022,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,29954
2023,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,58580
2024,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,57972
2000,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,27405
2001,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,32630
2002,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,32963
2003,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,42119
2004,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,42089
2005,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,47102
2006,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,38953
2007,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,49424
2008,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,52934
2009,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,52529
2010,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,55775
2011,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,60844
2012,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,48140
2013,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,59300
2014,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,59266
2015,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,62838
2016,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,38664
2017,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,58454
2018,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,63556
2019,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,58115
2020,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,51121
2021,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,58263
2022,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,29450
2023,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,61716
2024,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,63712
2000,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,28989
2001,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,34852
2002,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,34574
2003,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,42802
2004,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,41804
2005,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,46922
2006,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,39925
2007,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,52284
2008,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,56537
2009,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,55095
2010,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,56681
2011,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,60433
2012,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,47959
2013,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,60777
2014,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,62691
2015,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,67116
2016,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,40554
2017,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,59404
2018,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,63124
2019,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,57894
2020,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,52397
2021,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,61633
2022,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,31454
2023,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,64731
2024,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,64750
2000,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,30033
2001,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,35323
2002,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,33894
2003,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,41074
2004,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,40397
2005,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,46808
2006,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,41101
2007,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,54164
2008,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,57304
2009,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,54014
2010,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,54390
2011,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,58401
2012,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,47844
2013,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,62570
2014,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,64948
2015,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,68025
2016,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,39756
2017,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,57005
2018,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,61000
2019,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,57755
2020,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,53941
2021,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,63851
2022,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,31880
2023,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,63457
2024,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,62131
2000,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,32481
2001,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,38564
2002,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,37372
2003,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,45452
2004,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,44437
2005,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,50910
2006,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,44365
2007,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,58580
2008,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,62557
2009,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,59557
2010,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,60192
2011,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,64240
2012,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,52033
2013,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,67540
2014,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,70246
2015,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,74262
2016,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,43836
2017,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,63082
2018,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,67100
2019,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,62810
2020,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,58225
2021,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,69058
2022,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,34803
2023,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,69972
2024,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,68757
2000,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,32722
2001,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,37055
2002,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,36272
2003,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,46843
2004,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,48857
2005,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,57131
2006,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,47883
2007,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,59014
2008,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,60108
2009,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,57803
2010,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,62033
2011,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,70631
2012,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,58392
2013,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,72894
2014,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,70764
2015,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,71354
2016,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,42546
2017,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,65013
2018,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,73774
2019,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,70488
2020,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,62842
2021,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,69570
2022,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,33441
2023,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,67911
2024,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,70861
2000,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,28566
2001,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,32884
2002,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,32778
2003,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,42555
2004,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,43917
2005,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,50431
2006,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,41723
2007,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,51521
2008,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,53348
2009,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,52237
2010,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,56352
2011,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,63488
2012,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,51546
2013,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,63515
2014,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,61777
2015,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,63325
2016,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,38448
2017,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,59062
2018,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,66313
2019,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,62223
2020,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,54756
2021,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,60733
2022,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,29678
2023,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,61371
2024,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,64377
2000,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,33497
2001,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,37596
2002,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,35923
2003,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,45474
2004,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,47412
2005,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,56456
2006,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,48430
2007,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,60413
2008,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,60989
2009,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,57248
2010,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,60218
2011,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,68541
2012,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,57703
2013,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,73726
2014,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,72441
2015,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,72398
2016,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,42136
2017,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,63112
2018,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,71593
