año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,sup_sembrada_ha
2011,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,18914
2012,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,17684
2013,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,18512
2014,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,18061
2015,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,19024
2016,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,17999
2017,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,16919
2018,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,18105
2019,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,16498
2020,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,15554
2021,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,15908
2022,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,15427
2023,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,16140
2024,Buenos Aires,General Pueyrredón,Soja,-37.9656831422541,-57.743028347627,Pampa Húmeda,17322
2000,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,10921
2001,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,11359
2002,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,12207
2003,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,13555
2004,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,14529
2005,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,16571
2006,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,16823
2007,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,17309
2008,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,16342
2009,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,16760
2010,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,17041
2011,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,18609
2012,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,18423
2013,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,20271
2014,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,19885
2015,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,20029
2016,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,17826
2017,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,16266
2018,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,17812
2019,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,17188
2020,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,17032
2021,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,17515
2022,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,16242
2023,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,15985
2024,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,16653
2000,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,11163
2001,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,11769
2002,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,12565
2003,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,13638
2004,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,14315
2005,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,16285
2006,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,16805
2007,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,17692
2008,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,16931
2009,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,17252
2010,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,17145
2011,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,18335
2012,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,18106
2013,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,20250
2014,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,20325
2015,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,20751
2016,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,18349
2017,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,16366
2018,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,17551
2019,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,16892
2020,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,17014
2021,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,17903
2022,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,16828
2023,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,16455
2024,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,16755
2000,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,10500
2001,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,11571
2002,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,13238
2003,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,14989
2004,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,15474
2005,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,16527
2006,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,16030
2007,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,16641
2008,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,16646
2009,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,18176
2010,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,18843
2011,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,19819
2012,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,18374
2013,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,19316
2014,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,19118
2015,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,20402
2016,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,19332
2017,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,17986
2018,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,18972
2019,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,17143
2020,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,16229
2021,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,16839
2022,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,16545
2023,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,17336
2024,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,18414
2000,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,11107
2001,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,12359
2002,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,13885
2003,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,15232
2004,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,15369
2005,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,16464
2006,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,16430
2007,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,17604
2008,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,17779
2009,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,19064
2010,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,19149
2011,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,19685
2012,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,18305
2013,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,19797
2014,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,20223
2015,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,21791
2016,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,20277
2017,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,18278
2018,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,18843
2019,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,17078
2020,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,16634
2021,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,17813
2022,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,17671
2023,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,18183
2024,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,18714
2000,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,11507
2001,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,12526
2002,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,13612
2003,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,14617
2004,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,14852
2005,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,16424
2006,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,16914
2007,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,18237
2008,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,18020
2009,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,18690
2010,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,18375
2011,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,19023
2012,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,18261
2013,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,20381
2014,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,20951
2015,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,22086
2016,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,19878
2017,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,17540
2018,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,18209
2019,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,17037
2020,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,17124
2021,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,18454
2022,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,17910
2023,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,17825
2024,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,17957
2000,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,12445
2001,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,13675
2002,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,15009
2003,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,16175
2004,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,16337
2005,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,17863
2006,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,18257
2007,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,19724
2008,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,19672
2009,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,20608
2010,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,20335
2011,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,20925
2012,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,19860
2013,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,22000
2014,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,22660
2015,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,24111
2016,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,21918
2017,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,19410
2018,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,20030
2019,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,18528
2020,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,18484
2021,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,19959
2022,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,19552
2023,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,19655
2024,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,19872
2000,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,12537
2001,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,13140
2002,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,14567
2003,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,16670
2004,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,17962
2005,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,20046
2006,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,19705
2007,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,19870
2008,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,18902
2009,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,20001
2010,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,20957
2011,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,23007
2012,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,22287
2013,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,23744
2014,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,22827
2015,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,23167
2016,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,21273
2017,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,20004
2018,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,22022
2019,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,20793
2020,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,19950
2021,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,20107
2022,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,18787
2023,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,19076
2024,Buenos Aires,Vicente López,Soja,-34.52653142362,-58.5044865130649,Pampa Húmeda,20480
2000,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,10945
2001,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,11661
2002,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,13164
2003,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,15144
2004,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,16146
2005,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,17695
2006,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,17170
2007,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,17347
2008,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,16776
2009,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,18075
2010,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,19038
2011,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,20680
2012,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,19674
2013,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,20689
2014,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,19928
2015,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,20560
2016,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,19224
2017,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,18173
2018,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,19795
2019,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,18355
2020,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,17383
2021,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,17553
2022,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,16673
2023,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,17239
2024,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,18606
2000,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,12834
2001,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,13332
2002,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,14427
2003,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,16183
2004,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,17431
2005,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,19809
2006,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,19930
2007,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,20341
2008,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,19179
2009,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,19809
2010,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,20344
2011,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,22326
2012,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,22024
2013,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,24015
2014,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,23368
2015,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,23506
2016,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,21068
2017,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,19419
2018,Buenos Aires,Moreno,Soja,-34.6106807864965,-58.8108985084565,Pampa Húmeda,21371
