año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,rendimiento_tn_ha
2006,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,2.43
2007,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,2.97
2008,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.18
2009,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,2.89
2010,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,2.96
2011,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.07
2012,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,2.62
2013,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.07
2014,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.1
2015,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.08
2016,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,2.0
2017,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.25
2018,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.35
2019,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.39
2020,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.15
2021,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.46
2022,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,1.78
2023,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.56
2024,Buenos Aires,Mar Chiquita,Soja,-37.4986405981654,-57.6432660560016,Pampa Húmeda,3.46
2000,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.61
2001,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.82
2002,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.49
2003,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.81
2004,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.72
2005,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.85
2006,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.43
2007,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.97
2008,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.18
2009,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.89
2010,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.96
2011,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.07
2012,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.62
2013,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.07
2014,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.1
2015,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.08
2016,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,2.0
2017,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.25
2018,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.35
2019,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.39
2020,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.15
2021,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.46
2022,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,1.78
2023,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.56
2024,Buenos Aires,Villa Gesell,Soja,-37.3670719558785,-57.0633978822493,Pampa Húmeda,3.46
2000,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.61
2001,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.82
2002,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.49
2003,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.81
2004,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.72
2005,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.85
2006,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.43
2007,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.97
2008,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.18
2009,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.89
2010,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.96
2011,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.07
2012,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.62
2013,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.07
2014,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.1
2015,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.08
2016,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,2.0
2017,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.25
2018,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.35
2019,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.39
2020,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.15
2021,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.46
2022,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,1.78
2023,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.56
2024,Buenos Aires,Pinamar,Soja,-37.1110742904936,-56.8702834122236,Pampa Húmeda,3.46
2000,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.61
2001,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.82
2002,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.49
2003,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.81
2004,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.72
2005,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.85
2006,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.43
2007,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.97
2008,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.18
2009,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.89
2010,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.96
2011,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.07
2012,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.62
2013,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.07
2014,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.1
2015,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.08
2016,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,2.0
2017,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.25
2018,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.35
2019,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.39
2020,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.15
2021,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.46
2022,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,1.78
2023,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.56
2024,Buenos Aires,General Lavalle,Soja,-36.650750377237,-56.9410029895247,Pampa Húmeda,3.46
2000,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.61
2001,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.82
2002,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.49
2003,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.81
2004,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.72
2005,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.85
2006,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.43
2007,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.97
2008,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.18
2009,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.89
2010,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.96
2011,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.07
2012,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.62
2013,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.07
2014,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.1
2015,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.08
2016,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,2.0
2017,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.25
2018,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.35
2019,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.39
2020,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.15
2021,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.46
2022,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,1.78
2023,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.56
2024,Buenos Aires,La Costa,Soja,-36.6971678213727,-56.7159402751909,Pampa Húmeda,3.46
2000,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.61
2001,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.82
2002,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.49
2003,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.81
2004,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.72
2005,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.85
2006,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.43
2007,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.97
2008,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.18
2009,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.89
2010,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.96
2011,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.07
2012,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.62
2013,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.07
2014,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.1
2015,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.08
2016,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,2.0
2017,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.25
2018,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.35
2019,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.39
2020,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.15
2021,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.46
2022,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,1.78
2023,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.56
2024,Buenos Aires,Magdalena,Soja,-35.1851030703307,-57.6861279818118,Pampa Húmeda,3.46
2000,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.61
2001,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.82
2002,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.49
2003,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.81
2004,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.72
2005,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.85
2006,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.43
2007,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.97
2008,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.18
2009,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.89
2010,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.96
2011,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.07
2012,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.62
2013,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.07
2014,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.1
2015,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.08
2016,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,2.0
2017,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.25
2018,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.35
2019,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.39
2020,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.15
2021,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.46
2022,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,1.78
2023,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.56
2024,Buenos Aires,Rauch,Soja,-36.5721944489319,-58.9441413666159,Pampa Húmeda,3.46
2000,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.61
2001,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.82
2002,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.49
2003,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.81
2004,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.72
2005,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.85
2006,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.43
2007,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.97
2008,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.18
2009,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.89
2010,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.96
2011,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.07
2012,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.62
2013,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.07
2014,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.1
2015,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.08
2016,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,2.0
2017,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.25
2018,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.35
2019,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.39
2020,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.15
2021,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.46
2022,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,1.78
2023,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.56
2024,Buenos Aires,Tandil,Soja,-37.3364293166464,-59.1819827896233,Pampa Húmeda,3.46
2000,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.61
2001,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.82
2002,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.49
2003,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.81
2004,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.72
2005,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.85
2006,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.43
2007,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.97
2008,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.18
2009,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.89
2010,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.96
2011,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.07
2012,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.62
2013,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.07
2014,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.1
2015,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.08
2016,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,2.0
2017,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.25
2018,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.35
2019,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.39
2020,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.15
2021,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.46
2022,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,1.78
2023,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.56
2024,Buenos Aires,Coronel Suárez,Soja,-37.534856250067,-61.8890922422146,Pampa Húmeda,3.46
2000,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.61
2001,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.82
2002,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.49
2003,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.81
2004,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.72
2005,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.85
2006,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.43
2007,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.97
2008,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.18
2009,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.89
2010,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.96
2011,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.07
2012,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.62
2013,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.07
2014,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.1
2015,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.08
2016,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,2.0
2017,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.25
2018,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.35
2019,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.39
2020,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.15
2021,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.46
2022,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,1.78
2023,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.56
2024,Buenos Aires,Salliqueló,Soja,-36.6717775352133,-63.0479735266054,Pampa Húmeda,3.46
